"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"0","2025/05/26","JCBデビット","-2973","みずほ銀行","現金・カード","カード引き落とし","","1","JDt1Vlo5phq1r9hl7imS_vnPaCnSH0OL-gwKFjPle0Y"
"0","2025/05/26","クレジツト ミツイスミトモカ-ド (カ","-26071","横浜銀行","現金・カード","カード引き落とし","","1","RCd3YY7CSToL1pnAF7mW_cKHwQVrM94sYXes67ZollM"
"1","2025/05/26","テスウリヨウ","-165","横浜銀行","その他","雑費","","0","O1vPcdYXXNWesZROYRzuFrx-arBbd0tVxS4lpAKyuj8"
"0","2025/05/26","インタ-ネツト クドウ リク","-10000","横浜銀行","その他","返済","","1","YTO0wR8ZdCqrZHex15c7OGemL5t8JE0xnXwad5xoIUE"
"1","2025/05/26","＊キユウカムラ　ノトチリハマ","-2973","みずほJCBデビット","交際費","プレゼント代","お土産","0","JBpw85Siumg6MjVKE9PMdLI--uoYDe4r-zsSL9G-Ci8"
"1","2025/05/26","＊セブン－イレブン","-108","みずほJCBデビット","食費","食料品","","0","xMW-vM1FXCT8dv4hv3ppXa22MgsdszIODWyjTJtHwsk"
"1","2025/05/25","ETC 特割 金沢支社 (自富山 至金沢東第一 軽・二)","-930","三井住友カード (VpassID)","自動車","道路料金","","0","q0Kd7sfXhp7C4cdxDKCkC0gwYoz3s15ZrCycl7gwrJA"
"1","2025/05/25","中日本高速道路(株)東京支社","-2140","三井住友カード (VpassID)","自動車","道路料金","","0","FfiNm821mDzq9JcsjjYTShMeImJpYykVLWLwkceSf5U"
"1","2025/05/25","中日本高速道路(株)東京支社","-760","三井住友カード (VpassID)","自動車","道路料金","","0","M9ugg8atARttQMLHZDs4n-CK_J0HbgLDrXQOJFM_4B4"
"1","2025/05/25","中日本高速道路(株)東京支社","-360","三井住友カード (VpassID)","自動車","道路料金","","0","fz6bRlWI9PeRlCN79NbFafX3e8oar75XlWYtpnY1BuU"
"1","2025/05/25","ETC 特割 東京支社 (自横浜町田 至大井松田 軽・二)","-860","三井住友カード (VpassID)","自動車","道路料金","","0","0WycKc21wYS-HCeco1HfgSTaAki6-wAx0ndlEwjKltg"
"1","2025/05/25","中日本高速道路(株)東京支社","-630","三井住友カード (VpassID)","自動車","道路料金","","0","5V8O0r6XeZzrdZdHJGCbhhk14cW1TWNcL1vgR4yXZzk"
"1","2025/05/25","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","CbAVtLIzb45D3mNA5FU03LiPkqyO2Koh6Hwgl0z4WyE"
"1","2025/05/25","イデミツ(アポロステーション)","-990","三井住友カード (VpassID)","自動車","ガソリン","","0","3P_6ud_Qf4NPsaLbDL7odsc-HfFtr3LPmqjunKjDYiA"
"1","2025/05/25","ENEOS-SS","-1651","三井住友カード (VpassID)","自動車","ガソリン","","0","tb9vG2hov491MPTEkb1LXXnxLf0jw-ZspdxYA6SYu1g"
"0","2025/05/25","JCBデビット","-486","みずほ銀行","現金・カード","カード引き落とし","","1","WMWS_7A3FaYhhSPewOuAK6uYkIamSzB4I9nH4-w5y-s"
"0","2025/05/25","JCBデビット","-730","みずほ銀行","現金・カード","カード引き落とし","","1","XV8RKd59cw13-2qslyMUSQN6pm2Iva8AncwRfzQVECs"
"0","2025/05/25","JCBデビット","-1670","みずほ銀行","現金・カード","カード引き落とし","","1","3hxj2pgaiAChL7MR7xiHvf9Gop_9x_0tJIauhFUSjKU"
"0","2025/05/25","JCBデビット","-108","みずほ銀行","現金・カード","カード引き落とし","","1","7zD8N6YLMGNM1DkBdzQx9rrQuDlIqmFElVyMbumly8s"
"1","2025/05/25","＊キユウカムラ　ノトチリハマ","-1670","みずほJCBデビット","趣味・娯楽","アウトドア","","0","1InNtsUcSxJtMAxfqqEjUROzfiKT9QjLkGsWXKd0qfY"
"1","2025/05/25","＊マルガメセイメン　ハクイ","-730","みずほJCBデビット","食費","夜ご飯","","0","lrdzAxBSmx3mymGd4H7kGgFeGukLNiYb7Xlc3pCey-U"
"1","2025/05/25","＊クイツクペイリヨウ","-486","みずほJCBデビット","食費","食費","","0","5g9tPitB6XTMRBY_VmUUwHKyrHmFFIBfqGh5F1bUxC0"
"1","2025/05/25","＊ミチノエキアシガラキンタロウノフルサト","-1380","みずほJCBデビット","食費","食費","","0","C08rWUIKEL2GPRIpqbrU_Iagd-Ne9jpbOldAl5tWJyU"
"1","2025/05/25","＊セブン－イレブン","-108","みずほJCBデビット","食費","食料品","","0","qyqyS3mbHYTFr9YpMv9OxtikaOqJjEnOuRP2o7cLRt8"
"0","2025/05/25","JCBデビット","-1380","みずほ銀行","現金・カード","カード引き落とし","","1","xkZOV0xhpjp6GuvYWovQvRXTWaWiNMPh-Rx6c3gBzYY"
"1","2025/05/24","TELESIN GoProと互換用 ダブルクランプ マウント ダブルハサミマウン アルミニウム合金製 360°回転 マジックアーム 蟹バサミクランプ パイプクランプ スーパークランプ 撮影アクセサリー Gopro Hero 13-9 Insta360 X5 X4 Ace Pro DJI Osmo Action 5 Pro 4 AKASO/アクションカメラ/ミラーレスカメラ/デジタルカメラに対応 販売: Telesin Ltd","-2624","Amazon.co.jp","趣味・娯楽","撮影","","0","PrGMCan4xmgQn8QwD_GZeNS4na_E58Oo0MmB75q9jhk"
"1","2025/05/24","コスモ石油","-2000","三井住友カード (VpassID)","自動車","ガソリン","","0","BVO81PZXnmwNaJFAkYVjLUVIBwHWlsvhDT0JJ7A8WTg"
"1","2025/05/24","APPLE COM BILL","-1750","三井住友カード (VpassID)","通信費","その他通信費","","0","frhf6DO5z1-5kgJHu5IU3Xyh8dy6dgUHl7t9YYzJ0Yg"
"0","2025/05/24","AMAZON.CO.JP","-2624","三井住友カード (VpassID)","教養・教育","書籍","","1","prMc1kxRlNzYWyo_t6j1eOWGlYUl8ReAw6_Orfe7opE"
"1","2025/05/24","たけめん","-1500","現金","食費","食費","","0","rjmIU8lC8UCp3gc-XhGs2o9Ky41jSKTA5Owu_KZfWrg"
"1","2025/05/23","ETC 関東支社 (自横須賀 至狩場 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","3q9W81v7rp1dPXW4P0zpyc5PrZkDtOEzke4PH1swjj0"
"1","2025/05/23","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","6RiaZn8rzNpNo4PaFLfwZ1AOPVe2699rsc4v_QZIfLQ"
"1","2025/05/23","割引","212","Amazon.co.jp","収入","その他入金","","0","nC0hNnag4gub17-OmztP1GqIPzenAZiIGu5glhVgbIw"
"1","2025/05/23","[コーコス信岡] 田植用長靴 先丸 ジャージ 裏布付き ジプロア ブラック S/M/L表示 XL(27.5~28.0 cm) 販売: Amazon.co.jp","-2121","Amazon.co.jp","住宅","その他住宅","","0","Qsept_OlWCmjQuFe5DLMGMYmrw2r4rTe00ngGGl9-i4"
"1","2025/05/23","イデミツ(アポロステーション)","-1904","三井住友カード (VpassID)","自動車","ガソリン","","0","THF37mGbWooogTqSiclSACwVXxOB8onh78afWAbDx8Q"
"0","2025/05/23","モバイルPASMOチャージ","-2000","三井住友カード (VpassID)","現金・カード","電子マネー","","1","2Pwn6uKpT7hSRm2eKd0MevHik0l1kLDRFMvS5vI7GcE"
"0","2025/05/23","AMAZON.CO.JP","-1909","三井住友カード (VpassID)","教養・教育","書籍","","1","Taga5jrZ3OH9g_Ad9MFrZFGWSqKS1ogR9DLIBJpY4uM"
"0","2025/05/23","カード モバイル","2000","モバイルPASMO","未分類","未分類","","1","gj-yU6kxJv3LagC1UC05aPOISv9hGj4OKtfR0unj_LE"
"1","2025/05/23","物販","-400","モバイルPASMO","自動車","駐車場","","0","2DmRYe5hYBuR0iVirBFE6GDWGJtx7HNDs3SnHasShwg"
"1","2025/05/23","皓夢さんに送金 （譲渡）","-3000","PayPay","交際費","交際費","#PayPay","0","-vYJqfSWBNWicjw6Z5RW0W_L-IkN0Cvye_oSJe-LOpI"
"0","2025/05/23","コウザフリカエ ペイペイ チヤ-ジ","3000","PayPay","未分類","未分類","","1","lpxS7vixRA5MnhzYglZ01XkhwYCrRF_NE0dFJOR6zhw"
"0","2025/05/23","コウザフリカエ ペイペイ チヤ-ジ","-3000","横浜銀行","現金・カード","電子マネー","","1","ZB9Zpin1s0-6kwkTm4xZx0JzGMeV3fI7uLIvYT1KWHI"
"0","2025/05/23","JCBデビット","-580","みずほ銀行","現金・カード","カード引き落とし","","1","EtT-L3zpAhVUim2WDt7ogC4dkGJEt7-Aed7hHQ_NoL8"
"0","2025/05/23","JCBデビット","-278","みずほ銀行","現金・カード","カード引き落とし","","1","UMwqn3sif2-OVsBWcMohL7Hj_4SCFx579lYDbFc7894"
"1","2025/05/23","＊クイツクペイリヨウ","-278","みずほJCBデビット","食費","食費","","0","jBmMSp0aWVg2KTih0C37vfA04zCTWaRElXCAB2Q4LzI"
"1","2025/05/23","＊クイツクペイリヨウ","-580","みずほJCBデビット","食費","食費","","0","NDHMqKtVkcJbruv5dDztksU7AG_DIH9KdVNNpespFkw"
"1","2025/05/22","ビッグマン(Bigman) 薪割り 木割り 斧 アックス グラスファイバー柄 (860mm, 2000g) 販売: Amazon.co.jp","-3370","Amazon.co.jp","住宅","その他住宅","","0","dlK0b6-tiR2CLWyRdTZ73JPGXgDKN_1GfpRAm_vB0os"
"0","2025/05/22","AMAZON.CO.JP","-3370","三井住友カード (VpassID)","教養・教育","書籍","","1","S4LXcNM2qjlAiUb09lgchlo43q6oHf9_dHwMyYTgTwM"
"0","2025/05/22","コウザフリカエ ペイペイ チヤ-ジ","4264","PayPay","未分類","未分類","","1","AGz4-tdz4SxWD6L3PbeVSR_espwmRFLPzdrHUFhzisI"
"0","2025/05/22","コウザフリカエ ペイペイ チヤ-ジ","-4264","横浜銀行","現金・カード","電子マネー","","1","2fFrj3aaOqNaKQ-41xtAkUAmu0DtUxf3ZjNsuU8-_UI"
"1","2025/05/22","＊セブン－イレブン","-368","みずほJCBデビット","食費","食料品","","0","azcNfgm9VheQYqJ6vMMR3p_3osJRJKj9c687J-rypdY"
"0","2025/05/22","横浜銀行","4264","PayPay","未分類","未分類","#PayPay","1","C64z8oE1ocgEoZi6dAYYlDjYVSWSTwRzL1N6yY8u6nw"
"1","2025/05/22","葉山町電子申請サービス","-350","PayPay","その他","雑費","#PayPay","0","RBlspXKbD6Bu_tOiocWBi6SMPD3ao0D3lyZaqFqzOEQ"
"1","2025/05/22","ソフトバンク","-4659","PayPay","通信費","携帯電話","#PayPay","0","OuxI2Smb-5iAlWmoyw-_WQwwfakRz5TMbvzMLFygY3c"
"0","2025/05/22","JCBデビット","-368","みずほ銀行","現金・カード","カード引き落とし","","1","zmENHE_a-rhAZFx7c8Pq3U-O5BJ5eK-oZgd9XHLnYPU"
"1","2025/05/22","ガス料金戻し","7303","みずほ銀行","収入","その他入金","","0","XoYLtAm5IL_SkvdISxv3yZCBfbi7DrMeX3C4ZgcLaak"
"1","2025/05/21","バス等 京急バス","-400","モバイルPASMO","交通費","バス","","0","qVstnsuNfbdi5kF7yrZA9auLS_KUJEPd5pcPPqt6ewQ"
"1","2025/05/21","入 逗子葉山 出 日ノ出町","-347","モバイルPASMO","交通費","電車","","0","WC16oqkx9Om2H6VP_vi8M4HqjvopnvOBuRDQ6Q9yjtI"
"1","2025/05/21","入 日ノ出町 出 逗子葉山","-347","モバイルPASMO","交通費","電車","","0","4y_IR6NtprPOtG1uGMsPCo7UzkGHXVvSCGBVGqQklps"
"1","2025/05/21","バス等 京急バス","-400","モバイルPASMO","交通費","バス","","0","EYSsa2qZMTZR1_LlmIyCz1sY-i9Y8bPJXss1rWRl2Pw"
"0","2025/05/21","JCBデビット","-343","みずほ銀行","現金・カード","カード引き落とし","","1","vlj1h3uaMVy30A7NLzuMV02IqiKomL-0M1xFzRFF4Fs"
"0","2025/05/21","JCBデビット","-700","みずほ銀行","現金・カード","カード引き落とし","","1","0gAepEs4AJ_izyoPrN3zWge_B40BYUeVGCzhZpamZ6U"
"0","2025/05/21","JCBデビット","-165","みずほ銀行","現金・カード","カード引き落とし","","1","r9cW_Lr91GOFHnK71fjoMBVhclDILe0IDlElaIiV9Qo"
"1","2025/05/21","＊クイツクペイリヨウ","-165","みずほJCBデビット","食費","食費","","0","oSbzgx-sqC4wji8e6MDWaWDBikgFeLdv95d9lnxMoSI"
"1","2025/05/21","＊サイゼリヤ","-700","みずほJCBデビット","食費","外食","","0","R_5j54dZwg3GwI-ci-TaEZMJbeEKzP5fA54TpQrmszk"
"1","2025/05/21","＊クイツクペイリヨウ","-343","みずほJCBデビット","食費","食費","","0","UyJsqa5EFNEYrPd2TrvFBmf_tF_CoMxdQyaWWkAeHPc"
"1","2025/05/21","","-1300","現金","健康・医療","医療費","","0","mi2VF1-MiJRzt_VUBzeFiSHOUcEzf2KDmvg4On1WbMg"
"1","2025/05/21","＊クイツクペイリヨウ","-524","みずほJCBデビット","食費","食費","","0","Ld-qfIMyr_BoZ6nFWca54Akm4Xu0-NMdvns_9ggqZf8"
"0","2025/05/21","JCBデビット","-524","みずほ銀行","現金・カード","カード引き落とし","","1","xlS_B04-LiCu5jXqHcGHD_dji4xsfj9rxL0llsnI8KI"
"1","2025/05/20","ニツテツソリユ-シヨンズヒガシニホン(カ","30970","横浜銀行","収入","給与","","0","fFRcEhFJqMkbdLs9becFsaCf9deZngg3M_7XZKZyGVk"
"1","2025/05/20","キユウリヨウ ニツテツソリユ-シヨンズヒガシニホン(カ","235320","横浜銀行","収入","給与","","0","0-o5MnMlFNDzpNyXDLkvdFWs3MW5RjFx5lw8s_9vpTA"
"1","2025/05/20","給与","30000","みずほ銀行","収入","給与","","0","tgaVRmSXOOrbxshgTZjp3nJO-Jdsz76EFMWX8EtAMHw"
"1","2025/05/20","カテキョー","4000","現金","収入","給与","","0","mImgcY-N2MSmfOkEvTGZKTKpBz_UxjTb6TlolZStzoA"
"1","2025/05/19","AP/フアミリーマートハヤママチ","-210","ポケットカード","食費","食料品","","0","kRLUth3PO4dBIhcdMqAeZkh0FUB22te6BUFym1QUUNA"
"0","2025/05/19","AMAZON.CO.JP","-2970","ポケットカード","特別な支出","家具・家電","","1","9hPI-zFa6sQVQm0TAzACeNIyhJQbC5hnEfsdyqJqOu4"
"1","2025/05/19","ハスクバーナ・ゼノア 万能斧用(65cm)スペアの柄 576926202 販売: Amazon.co.jp","-2970","Amazon.co.jp","住宅","その他住宅","","0","X62sRBsgR9bPgjBaLKUFS3P3wU7uzF50c2zK0bh1GpE"
"1","2025/05/19","Amazonギフトカード チャージタイプ","-9627","Amazon.co.jp","現金・カード","電子マネー","","0","-HngU0Nd3NJt0MI2yzPy1MPV2uQaSZOAk_k1zVT6rz0"
"1","2025/05/18","Tomoyaさんに送金（譲渡）","-2250","PayPay","住宅","家賃・地代","#PayPay","0","kp3Twlz7GlRIzCVMbjYbsun9NcH6bkjVJROKOBncAlg"
"1","2025/05/17","バス等 京急バス","-250","モバイルPASMO","交通費","バス","","0","RpiI7PU4zb8jogyCKjhpqokGzSluzn67Q7HdqlFpQw0"
"1","2025/05/17","バス等 京急バス","-410","モバイルPASMO","交通費","バス","","0","_8eLFwd-aYN6bGsBAR2Wzzt6z1-wN5NQPgJMouXU9wU"
"1","2025/05/17","入 汐入 出 京急川崎","-510","モバイルPASMO","交通費","電車","","0","dMIXEqgTNxoVsFCgiL6kFu4F06Vrq5a40JK4Q9OiUTI"
"1","2025/05/17","入 川崎 出 府中本町","-483","モバイルPASMO","交通費","電車","","0","B7B2_YZNGsJDmnnKwhcj8IESN9slKVeX1dL5asUn354"
"1","2025/05/17","入 府中本町 出 鹿島田","-406","モバイルPASMO","交通費","電車","","0","_ssh4QkhZ460raFi1Jg-nmYEPioXonyFl7AgxEjR5RI"
"1","2025/05/17","入 新川崎 出 逗子","-659","モバイルPASMO","交通費","電車","","0","mn4eos94QPoUdhPbUQQ14Ef_D-fx2kJDAofM4_VLMDY"
"1","2025/05/17","バス等 京急バス","-400","モバイルPASMO","交通費","バス","","0","FKUPx9y3Ap7v1cyTjOVEhRxIH-jmd78Il_eejxhYL_U"
"1","2025/05/17","アネックス(ANEX) 黒龍靭ビット 両頭 スリム +2×65 5本組 ABRS5-2065 販売: Amazon.co.jp","-964","Amazon.co.jp","住宅","その他住宅","","0","yxJxHuxfJL0Gi4SRQpLWEnkj685EEia3PBigerMVZ18"
"1","2025/05/17","AP/ミニストップ 府中宮町","-324","ポケットカード","交際費","交際費","","0","sT1JiMIIJSzqs6abnT6phARr9XizDHLByY5edYEn5bk"
"1","2025/05/17","AP/NewDays","-971","ポケットカード","日用品","タバコ","","0","hehAiFkMYUK8Rv_PXfqOb1xXNu3v-ysp2rGt9OhzSa0"
"1","2025/05/17","AP/フアミリーマートエムワイシヨウナン","-915","ポケットカード","食費","食料品","","0","jSCojiysqnouwdhnnaV6iBw9BzR0CeFDiJOFCoP8ems"
"0","2025/05/17","AMAZON.CO.JP","-964","ポケットカード","特別な支出","家具・家電","","1","yriuyvrQhlzAB0B92QVWJ7AgcU9pPaSB6w6aJGtSPes"
"0","2025/05/17","ATM(128)","-40000","現金","未分類","未分類","","1","82ut4w6rlNYWylWdMt53jDFTIBcrB5YF9_1qjbLoZgQ"
"0","2025/05/17","ATM(128)","40000","みずほ銀行","未分類","未分類","","1","w6CcboVX28kux5ZNSid6DStSaGlTwXY0yDBv8pb1-48"
"1","2025/05/16","ダイドーハント (DAIDOHANT) コーススレッド (フレキ/半ネジ) [ 鉄/ユニクロ ] (呼び径d) 4.5 x (長さL1) 90mm (200本入) 45795 販売: Amazon.co.jp","-885","Amazon.co.jp","住宅","その他住宅","","0","a1za2XmoiYz9iZzRjcOyW1VcYpFVAoOEnyJTXF2BHjU"
"0","2025/05/16","AMAZON.CO.JP","-885","ポケットカード","特別な支出","家具・家電","","1","FWYOOqtSXXiH9CUJcN1SrXhSWfUspXdjq9YUUtqeMoo"
"1","2025/05/15","ハンドスピナー よく回る おもちゃ ストレス解消 グッズ 暇つぶし ストレス グッズ 超耐久性 ステンレス製ベアリング 高速回転 2~5分スピン ィジェットトイ ADHD 自閉症 おもちゃ 大人 子供 面白い スピンおもちゃ 指先スピナー クリスマスプレゼント 子供 男の子 ブラック 販売: Coolden JP","-1099","Amazon.co.jp","趣味・娯楽","その他趣味・娯楽","","0","zyXCuh5Xbq2v-CALXe6O0iUsAEJ770BqRtmKoxFntag"
"1","2025/05/15","ソフトバンクM(04月分)","-9042","三井住友カード (VpassID)","通信費","携帯電話","","0","znZ4XLmIm-R7aV-knHidBiRCP3TL9aKgzT0_YpLTr6k"
"1","2025/05/15","ソフトバンクM(04月分)","-644","三井住友カード (VpassID)","通信費","携帯電話","","0","D2KBVkP8EEghybjfu2mH9lLDiKH3itAw553MOFfw_rU"
"0","2025/05/15","AMAZON.CO.JP","-1099","ポケットカード","特別な支出","家具・家電","","1","mV8AO5glJptT3EUwPjaNWbtpv5BAwPTGUrsR1phlJ7g"
"1","2025/05/15","","-4147","現金","食費","食費","","0","CMYNCXV75VuRjEH-11_oWvKFGG0Q7aqaksJSZwElZYw"
"1","2025/05/14","割引","136","Amazon.co.jp","収入","その他入金","","0","v3AZj5iTKczYzn-tyEC85_ASycyw1nQm2eAhfonV9ZM"
"1","2025/05/14","ネスレ ブライト スティック 120本 3グラム (x 120) 販売: Amazon.co.jp","-1360","Amazon.co.jp","食費","食費","","0","_Sf0STUQt7tKVB9DM2pXgllNAxNX7Y7flC7cKdR1yBE"
"1","2025/05/14","MORIYAMA(モリヤマ) 守山乳業ガムシロップ (8ml×50P)×2袋 販売: Amazon.co.jp","-900","Amazon.co.jp","食費","食費","","0","huGlzfm1LQJEGioRz-hr6VXQwedp_cnfDLVHWjwFF3w"
"1","2025/05/14","AP/フアミリーマートハヤママチ","-526","ポケットカード","食費","食料品","","0","NrpV8iX1G1A-qqH07YuVtfCkaQIPfkqIexS5CH68rJU"
"0","2025/05/14","AMAZON.CO.JP","-900","ポケットカード","特別な支出","家具・家電","","1","QhslT_dgsYoBuWarZH9OUslk9OUUUwZT6NCMlBo60z0"
"0","2025/05/14","AMAZON.CO.JP","-1224","ポケットカード","特別な支出","家具・家電","","1","mi76CS2pdaefAFLoN0OuCbilOZii1aBbv9lCYp0SNN8"
"1","2025/05/14","振込 ミズホJCBキヤツシユバツク","27","みずほ銀行","収入","その他入金","","0","kwZh-IIhKVTCUMgwtkO6lN5LXUwDd5_CwXMS3U4u1Vo"
"1","2025/05/13","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","M6XMCXtcFsa5TSDwqwBzdwTGHF5OUdTwb7jioP0u6ww"
"1","2025/05/13","ETC首都高 (自横横狩場接 至阪東橋 軽・二)","-290","三井住友カード (VpassID)","自動車","道路料金","","0","jOBnWYHVpNrnUuJSLVLEfzSUVnSF_fZD2HwSGtAvT0U"
"1","2025/05/13","AP/フアミリーマートハヤママチ","-370","ポケットカード","食費","食料品","","0","AvuoBOl6W9NgN-LeCHTH_1_hmucRBTRgcBCSglpQGTc"
"1","2025/05/13","GOOGLE *Google One","-290","ポケットカード","通信費","情報サービス","","0","FdCZxuOEmDY6098qH6ZtsNUQL6ASp7DFMAbMypuQYAU"
"1","2025/05/13","さとしさん","2000","PayPay","収入","立替金","#PayPay","0","4KUCPfa2GyxKwPrNrGHyyoHoWxro0ap4zG3yQ0pHt_I"
"1","2025/05/13","","-2000","現金","その他","立替","","0","NRZNM8cfJ1o1nrKmKYEXOVtIhkhggue-BVPOswh7O4I"
"1","2025/05/13","","-50","現金","交通費","交通費","","0","1IQXh0ECWuZ79TYyk3TbN-rUd3xmS35-A3-0Uh15QvI"
"1","2025/05/13","","-980","現金","食費","食費","","0","f-1Ndrk0HIlXMG5gRp7-SR5_ZJ-nOZHiflVcPDbbNJQ"
"1","2025/05/13","","-4300","現金","健康・医療","医療費","","0","lZI7j0RN5p0e9tp1lXpi7IAjSW4-CIfeWX1O-Phuqcc"
"0","2025/05/12","ヘンサイキン 5ガツ","10000","仙台銀行","未分類","未分類","","1","pIf9AMx19PGe2PdsgY2VVnnnuUgEwB0RGkn7oyM4ucQ"
"1","2025/05/12","カシコシリソク 5ガツ","-1030","仙台銀行","その他","雑費","","0","l0wFhjeYnKFdi-mfgtgaMC4jXR2KKfB0PqDJng3WByI"
"0","2025/05/12","ヘンサイキン 5ガツ","-10000","仙台銀行","住宅","ローン返済","","1","vgvoJ6fIpbGCY1yiJ9n_I7NM0DKkbsBNKLFszbZKsZw"
"1","2025/05/12","Logicool(ロジクール) ロジクール Logi Bolt USB レシーバー LBUSB1 windows mac chrome OS 国内正規品 ブラック (1200円 * 2点) 販売: Amazon.co.jp","-2400","Amazon.co.jp","日用品","デスク周り","","0","6ggSSTI9ITd_AM8HQPSs7XYQ7HdojE_ns1zt_qgUpQo"
"0","2025/05/12","AMAZON.CO.JP","-2400","ポケットカード","特別な支出","家具・家電","","1","jL83nJ-L4lYn11x5nVpKh9R-J55ay7GsC_ZPtwnVGgM"
"1","2025/05/12","イブキさんに送金（譲渡）","-300","PayPay","食費","食費","#PayPay","0","1QuLTWLnAAW8bwX8VMNR_cYZf57p3F5-Ck8Q7CLyT64"
"1","2025/05/11","物販","-230","モバイルPASMO","自動車","駐車場","","0","hrN1dxV529qdkBcFYd5J6iKzQGT3sl_Db7bVRLd_D5U"
"1","2025/05/11","入 亀戸 出 秋葉原","-167","モバイルPASMO","交通費","電車","","0","iBRuyW2FMu0lBBJxz3T-YSych-Lqr_OLZ6IdS9oZ7ZY"
"1","2025/05/11","入 秋葉原 出 秋葉原","-150","モバイルPASMO","交通費","電車","","0","hnuuCL7V9c6wakHlITGgxk4IYKMGVfHoGU2IMILJg2g"
